num_tokens,num_sents,avg_sentence_length,type_token_ratio,noun_ratio,verb_ratio,adj_ratio,adv_ratio,sentiment_polarity,extraversion_ratio,agreeableness_ratio,conscientiousness_ratio,neuroticism_ratio,openness_ratio
17,2,9,0.9349,0.1933,0.1075,0.1949,0.1098,0.3669,0.0367,0.0193,0.0109,0.0,0.0523
32,3,8,0.8008,0.1793,0.1313,0.1017,0.0803,0.3346,0.0318,0.0006,0.0095,0.0016,0.012
79,5,16,0.7664,0.2173,0.1026,0.1086,0.0715,0.2072,0.017,0.0023,0.0064,0.0022,0.0171
333,14,23,0.6229,0.2395,0.0928,0.0996,0.0574,0.1474,0.0054,0.0014,0.0062,0.0018,0.022
110,7,14,0.7096,0.168,0.1257,0.0891,0.0818,0.2644,0.0257,0.004,0.0099,0.002,0.0365
98,10,9,0.7551,0.1701,0.126,0.1307,0.076,0.241,0.0198,0.0075,0.012,0.0033,0.0223
44,3,12,0.8631,0.162,0.1132,0.1218,0.1037,0.2716,0.0262,0.0023,0.0154,0.0061,0.0231
110,7,14,0.7474,0.223,0.1118,0.084,0.0448,0.0932,0.0174,0.0036,0.009,0.0017,0.0233
111,7,15,0.7273,0.2405,0.1104,0.1139,0.0522,0.2535,0.0199,0.0042,0.0112,0.002,0.0176
242,16,14,0.6701,0.194,0.1066,0.0848,0.0527,0.1753,0.0075,0.0007,0.003,0.006,0.0207
106,7,13,0.7123,0.1981,0.1184,0.1014,0.0579,0.2238,0.0187,0.0072,0.0108,0.0016,0.0277
182,9,20,0.6474,0.2143,0.1015,0.1062,0.0706,0.16,0.0091,0.001,0.0078,0.0022,0.0252
55,5,10,0.7389,0.1721,0.1376,0.1025,0.0732,0.3114,0.0258,0.0066,0.0145,0.0025,0.0482
192,10,18,0.6748,0.1693,0.1218,0.1041,0.0816,0.2503,0.0257,0.015,0.0095,0.0025,0.0419
19,1,9,0.9283,0.1981,0.1293,0.1898,0.0891,0.4931,0.136,0.0033,0.0071,0.0023,0.0237
36,4,8,0.877,0.2017,0.1224,0.152,0.0758,0.4195,0.0296,0.0067,0.0074,0.0009,0.0334
290,16,17,0.5661,0.1967,0.1153,0.0919,0.0706,0.1725,0.0126,0.0018,0.0064,0.0031,0.0287
25,2,10,0.92,0.2023,0.1166,0.1113,0.0458,0.4242,0.0301,0.0071,0.0066,0.0028,0.0412
125,7,15,0.7341,0.1744,0.1256,0.0851,0.0617,0.3005,0.0119,0.0041,0.0131,0.002,0.0364
26,3,8,0.9252,0.2504,0.1537,0.1311,0.0542,0.2239,0.0365,0.0009,0.0133,0.0011,0.0135
263,12,21,0.637,0.195,0.1143,0.1044,0.0717,0.2704,0.0262,0.0166,0.0128,0.0028,0.0454
139,8,15,0.6927,0.1985,0.1062,0.1049,0.0804,0.219,0.0168,0.002,0.0109,0.0016,0.0251
115,8,14,0.7154,0.2123,0.0979,0.1073,0.0518,0.2072,0.0268,0.0144,0.0075,0.001,0.0339
134,7,17,0.6995,0.2449,0.1112,0.0963,0.0353,0.1551,0.0116,0.0008,0.0072,0.0014,0.0225
94,6,15,0.765,0.2162,0.1165,0.1005,0.0458,0.1813,0.0131,0.0042,0.0134,0.0021,0.0287
83,5,17,0.7311,0.2024,0.1065,0.1233,0.0601,0.275,0.0176,0.0017,0.0079,0.0023,0.0186
8,1,4,0.9518,0.3018,0.0777,0.4683,0.0078,0.712,0.0119,0.0025,0.0272,0.0,0.0178
109,3,28,0.7004,0.2366,0.0947,0.0795,0.0505,0.2525,0.0097,0.0036,0.0033,0.0004,0.0213
73,6,12,0.7729,0.2103,0.1064,0.0952,0.07,0.2179,0.0169,0.0084,0.0115,0.0029,0.0357
139,7,19,0.6966,0.223,0.1118,0.106,0.0604,0.2396,0.0122,0.002,0.0104,0.0013,0.0293
16,1,15,0.9174,0.2158,0.0866,0.1725,0.0894,0.5859,0.021,0.0027,0.005,0.0027,0.0031
8,1,6,0.9865,0.2197,0.0752,0.2642,0.1183,0.6101,0.179,0.0028,0.0229,0.0,0.017
19,2,7,0.9305,0.1439,0.1467,0.1301,0.0421,0.1972,0.0218,0.0005,0.0087,0.0,0.0356
11,1,10,0.97,0.2581,0.0909,0.2387,0.0861,0.5682,0.0366,0.0061,0.0625,0.0,0.0158
80,4,19,0.768,0.1805,0.124,0.0951,0.0854,0.2303,0.0126,0.0027,0.0091,0.0011,0.0353
17,2,6,0.9208,0.2621,0.1384,0.0821,0.0573,0.1093,0.034,0.0046,0.0095,0.0054,0.0214
103,5,18,0.7287,0.1978,0.1218,0.108,0.0682,0.0751,0.0106,0.0021,0.0173,0.0025,0.0377
4,1,3,0.998,0.1952,0.1061,0.1602,0.0277,0.3397,0.1036,0.0,0.028,0.0,0.0
61,5,11,0.811,0.2231,0.1161,0.0987,0.0682,0.2525,0.0319,0.0127,0.0042,0.0003,0.0398
76,4,15,0.7745,0.204,0.1032,0.1142,0.0568,0.3214,0.0222,0.0122,0.0095,0.0008,0.0336
212,15,14,0.6595,0.1777,0.1039,0.0895,0.0659,0.2035,0.0125,0.0026,0.0125,0.003,0.0233
115,10,11,0.7185,0.1989,0.1161,0.1065,0.0745,0.2446,0.0241,0.0049,0.008,0.0042,0.0255
62,4,15,0.7889,0.1507,0.1162,0.1014,0.0939,0.175,0.0127,0.0017,0.0092,0.004,0.0219
44,3,9,0.8641,0.1912,0.103,0.1552,0.0938,0.2485,0.0368,0.0021,0.0059,0.0064,0.0226
275,14,18,0.5667,0.2148,0.1106,0.0965,0.0544,0.1942,0.008,0.0013,0.0086,0.001,0.0273
44,3,12,0.7495,0.196,0.0787,0.137,0.0551,0.3624,0.0277,0.0,0.0171,0.0029,0.0173
128,7,16,0.661,0.1716,0.094,0.0976,0.0824,0.2749,0.0236,0.0072,0.0215,0.0096,0.0194
35,2,15,0.8895,0.19,0.1428,0.1101,0.0554,0.2266,0.0177,0.0035,0.0096,0.0045,0.0528
46,3,14,0.7901,0.1643,0.121,0.0975,0.0713,0.4149,0.0273,0.0,0.0104,0.0026,0.028
35,2,13,0.862,0.1063,0.1172,0.1046,0.1203,0.2597,0.0392,0.0074,0.0114,0.0011,0.0284
35,2,12,0.8603,0.1732,0.1311,0.123,0.0843,0.3196,0.039,0.0012,0.0128,0.0,0.0334
151,10,15,0.6859,0.2176,0.1205,0.0983,0.0536,0.1908,0.0177,0.0091,0.0094,0.002,0.0333
19,2,9,0.9047,0.1841,0.1233,0.1248,0.0589,0.5003,0.026,0.0059,0.0091,0.0026,0.0424
8,1,4,0.9876,0.3446,0.081,0.2547,0.0622,0.6362,0.1015,0.0068,0.1004,0.0,0.0261
185,8,22,0.6505,0.1951,0.1195,0.0935,0.0545,0.1822,0.0124,0.0048,0.01,0.0014,0.0285
147,8,16,0.6143,0.2022,0.1258,0.0892,0.0592,0.2325,0.0212,0.0081,0.0112,0.0015,0.0441
111,7,16,0.6779,0.2154,0.0996,0.1121,0.0647,0.2015,0.0154,0.0045,0.0111,0.0017,0.0227
52,5,9,0.8339,0.1887,0.1083,0.1171,0.0771,0.2384,0.0207,0.0024,0.0139,0.0052,0.0187
31,3,9,0.8812,0.2303,0.1123,0.1366,0.0525,0.2131,0.012,0.0002,0.0103,0.0,0.0229
84,5,15,0.7771,0.1298,0.1282,0.1077,0.0751,0.1889,0.0362,0.0092,0.0117,0.0003,0.0358
154,13,11,0.6612,0.174,0.1041,0.0992,0.0672,0.2477,0.0276,0.0053,0.0115,0.0016,0.0247
100,7,14,0.7266,0.2226,0.1065,0.0875,0.0573,0.2487,0.0116,0.0028,0.0091,0.0036,0.0228
100,7,12,0.7099,0.1557,0.1136,0.1,0.0729,0.2653,0.0286,0.0084,0.0068,0.0021,0.0355
289,17,17,0.5636,0.2357,0.1115,0.0878,0.0432,0.1754,0.0079,0.0007,0.0057,0.0013,0.0292
191,8,21,0.6375,0.1977,0.1114,0.1015,0.0745,0.1925,0.0117,0.0035,0.0079,0.002,0.0275
160,11,14,0.6311,0.1807,0.1255,0.1097,0.0709,0.1865,0.0167,0.0049,0.0079,0.002,0.0303
172,10,16,0.5839,0.2063,0.1183,0.0875,0.0374,0.2966,0.0461,0.0313,0.0076,0.0009,0.0581
81,6,13,0.7213,0.1954,0.1339,0.0932,0.0661,0.2437,0.0445,0.0033,0.0118,0.0014,0.0275
25,2,7,0.9239,0.1979,0.1148,0.1662,0.0411,0.4252,0.0285,0.009,0.013,0.0016,0.0344
12,1,7,0.9463,0.2611,0.0838,0.2515,0.0663,0.3843,0.0843,0.0004,0.01,0.0,0.0141
41,3,9,0.8443,0.1487,0.1006,0.109,0.0624,0.1898,0.0146,0.0017,0.0067,0.0054,0.0218
71,5,11,0.8424,0.1766,0.1344,0.106,0.085,0.345,0.0314,0.0069,0.022,0.0006,0.0256
14,2,4,0.9617,0.2677,0.1382,0.1368,0.0609,0.2833,0.0434,0.0,0.0057,0.0009,0.0319
42,3,13,0.8318,0.2445,0.1081,0.1433,0.0436,0.2942,0.0276,0.0071,0.0135,0.0015,0.0311
88,8,11,0.7512,0.2105,0.1058,0.1015,0.0594,0.233,0.0176,0.0078,0.0099,0.0032,0.03
175,11,15,0.6771,0.1909,0.115,0.1123,0.0587,0.2352,0.0185,0.0045,0.0115,0.0025,0.0307
90,8,10,0.7545,0.1572,0.1536,0.085,0.0815,0.2473,0.0111,0.0037,0.0048,0.001,0.0373
45,3,11,0.8316,0.1675,0.1045,0.1199,0.0687,0.2821,0.011,0.0,0.0204,0.0003,0.0225
165,15,11,0.6309,0.118,0.1365,0.0809,0.0664,0.2617,0.0181,0.0039,0.0171,0.0021,0.0341
140,8,16,0.6945,0.203,0.1142,0.1009,0.0553,0.1974,0.0116,0.0017,0.0077,0.0022,0.0238
31,4,6,0.8938,0.1735,0.1173,0.1799,0.0702,0.305,0.0358,0.0013,0.0062,0.0035,0.0064
12,1,7,0.973,0.1891,0.127,0.1784,0.0571,0.2558,0.0655,0.027,0.0655,0.0071,0.0538
57,5,11,0.7974,0.1721,0.1362,0.0819,0.0864,0.4079,0.0468,0.0157,0.0186,0.0033,0.0455
28,3,8,0.8803,0.105,0.1368,0.0883,0.1154,0.4166,0.0595,0.0099,0.014,0.0023,0.0389
50,3,14,0.8523,0.2292,0.1368,0.1316,0.0543,0.2853,0.0189,0.005,0.0115,0.0008,0.0369
21,2,10,0.9017,0.1978,0.0961,0.1397,0.1378,0.2386,0.0313,0.0037,0.0111,0.0022,0.0199
190,11,17,0.6365,0.2157,0.1089,0.1105,0.0549,0.2145,0.0167,0.0038,0.0082,0.0018,0.0243
133,4,27,0.7551,0.2233,0.1268,0.0908,0.0551,0.1348,0.0152,0.002,0.0098,0.0011,0.0316
57,4,12,0.7921,0.1897,0.124,0.115,0.0632,0.3399,0.0394,0.0069,0.0086,0.002,0.0343
34,3,10,0.8674,0.2148,0.1289,0.1244,0.0573,0.3222,0.032,0.0125,0.0085,0.001,0.0422
57,2,29,0.7696,0.1731,0.1269,0.0974,0.0496,0.3213,0.0438,0.0086,0.0128,0.0021,0.0287
62,4,12,0.8085,0.1562,0.1276,0.0951,0.0679,0.217,0.0103,0.0011,0.0164,0.005,0.0295
27,1,18,0.9102,0.2274,0.1054,0.1418,0.0493,0.3814,0.0098,0.0045,0.0053,0.0016,0.0396
28,3,8,0.9134,0.1888,0.1337,0.1388,0.0794,0.3215,0.0268,0.0032,0.0114,0.0033,0.0312
148,8,17,0.7117,0.1711,0.1224,0.1002,0.0724,0.1765,0.0155,0.0022,0.0081,0.0025,0.0333
22,2,9,0.8858,0.1937,0.1096,0.1832,0.0471,0.4742,0.0699,0.0003,0.0211,0.0007,0.0239
235,14,15,0.6486,0.2202,0.1038,0.0976,0.0593,0.1415,0.0102,0.0036,0.0068,0.0027,0.0258
154,13,11,0.672,0.1956,0.1152,0.1066,0.0587,0.1981,0.0075,0.0031,0.0072,0.0016,0.026
93,7,12,0.6861,0.1496,0.1211,0.1049,0.0531,0.2148,0.0235,0.0083,0.01,0.0062,0.0244
61,3,17,0.8385,0.2122,0.1056,0.1347,0.0771,0.2184,0.0211,0.0016,0.0088,0.0015,0.0217
76,5,13,0.7814,0.2122,0.1077,0.1302,0.0767,0.2906,0.0279,0.0017,0.0158,0.0016,0.0162
209,11,17,0.6479,0.2313,0.1121,0.0952,0.0539,0.1839,0.0105,0.0031,0.0092,0.0017,0.0275
26,2,10,0.916,0.2295,0.109,0.1632,0.0647,0.4695,0.0218,0.0004,0.0243,0.0,0.0181
33,3,10,0.8994,0.2195,0.0974,0.1816,0.0597,0.4949,0.0369,0.0005,0.0087,0.0018,0.0217
103,9,11,0.6861,0.224,0.1008,0.1101,0.0701,0.2266,0.0152,0.0035,0.0074,0.0013,0.0276
32,3,8,0.8618,0.1654,0.1196,0.1313,0.0796,0.3509,0.0148,0.0015,0.0175,0.0031,0.0447
73,6,10,0.7476,0.1993,0.1072,0.1474,0.0564,0.2708,0.0276,0.0178,0.0032,0.0027,0.0308
74,5,13,0.7686,0.1582,0.1244,0.0996,0.0627,0.3291,0.012,0.0018,0.0108,0.0013,0.0224
163,8,18,0.618,0.1709,0.1257,0.0953,0.086,0.2127,0.0189,0.0017,0.0131,0.0019,0.0304
37,3,15,0.7962,0.1781,0.0822,0.1169,0.0546,0.4849,0.048,0.0018,0.012,0.0016,0.025
80,6,10,0.7872,0.1923,0.1091,0.1213,0.064,0.1436,0.0113,0.0013,0.0053,0.0016,0.0197
17,2,7,0.9235,0.1772,0.0791,0.2221,0.0857,0.6078,0.0245,0.0034,0.0163,0.0,0.0151
9,2,4,0.9425,0.1205,0.0559,0.2367,0.1519,0.4645,0.031,0.0169,0.0133,0.0169,0.0026
7,1,6,0.9881,0.261,0.0793,0.2881,0.0246,0.5494,0.1205,0.0028,0.0246,0.0,0.0132
10,1,5,0.9569,0.2469,0.0727,0.1956,0.0401,0.6375,0.0158,0.0,0.0682,0.0,0.0151
33,3,10,0.8763,0.2207,0.1019,0.1315,0.0466,0.3852,0.027,0.0033,0.0149,0.0009,0.031
108,8,12,0.727,0.1892,0.1213,0.0804,0.0547,0.2914,0.0258,0.015,0.0114,0.0029,0.0471
7,1,3,0.9962,0.2533,0.0767,0.2911,0.0946,0.4668,0.0928,0.0,0.0362,0.0,0.0393
34,3,8,0.9167,0.168,0.1486,0.2089,0.0678,0.5108,0.0471,0.0055,0.0067,0.0022,0.0137
22,3,4,0.9393,0.221,0.1294,0.113,0.0397,0.3927,0.0381,0.0157,0.0044,0.0083,0.0063
44,5,8,0.8444,0.1817,0.1081,0.1001,0.0612,0.3057,0.0203,0.0081,0.0059,0.005,0.0251
71,5,14,0.7879,0.1836,0.1079,0.118,0.0624,0.2868,0.0271,0.0057,0.0107,0.0025,0.0337
92,6,15,0.7571,0.1771,0.1366,0.0853,0.0711,0.204,0.0127,0.0017,0.0113,0.0024,0.0292
105,5,20,0.7448,0.1882,0.0992,0.1026,0.0634,0.2609,0.0266,0.0099,0.0064,0.0015,0.0275
23,2,8,0.9331,0.2303,0.1211,0.1789,0.0925,0.2888,0.0562,0.0032,0.0022,0.0017,0.0203
43,3,11,0.838,0.122,0.1313,0.1168,0.101,0.3628,0.0287,0.0009,0.0196,0.0058,0.0272
14,2,4,0.963,0.1831,0.1286,0.1749,0.0854,0.2683,0.0333,0.0032,0.0055,0.0,0.02
21,1,13,0.9142,0.1493,0.15,0.1122,0.0836,0.4116,0.0255,0.0096,0.0099,0.0,0.0392
149,10,13,0.6737,0.2037,0.1223,0.0899,0.0632,0.2702,0.0148,0.0019,0.0093,0.0013,0.0295
80,6,12,0.7944,0.169,0.1293,0.0876,0.0724,0.0787,0.0071,0.0,0.006,0.0032,0.026
71,5,14,0.7128,0.1795,0.1137,0.1224,0.077,0.2118,0.0137,0.0021,0.0044,0.0021,0.0291
43,3,11,0.8479,0.1966,0.1122,0.1119,0.0672,0.2565,0.019,0.0023,0.0067,0.0,0.0232
103,7,14,0.7059,0.1718,0.1248,0.0968,0.0654,0.1909,0.0139,0.0069,0.0183,0.0038,0.0431
251,14,16,0.5859,0.2079,0.1018,0.1322,0.0534,0.2024,0.012,0.0023,0.0035,0.0012,0.0187
232,8,26,0.6027,0.2058,0.105,0.1041,0.0639,0.1602,0.0125,0.0033,0.0102,0.0038,0.0227
196,11,16,0.624,0.2201,0.1186,0.1064,0.0374,0.1493,0.0144,0.005,0.0089,0.0027,0.0247
84,4,17,0.7395,0.1969,0.1099,0.1034,0.0579,0.205,0.0138,0.0038,0.0081,0.0005,0.0168
57,5,10,0.8421,0.2043,0.1352,0.1073,0.0661,0.2504,0.0149,0.0025,0.0084,0.003,0.0323
134,8,16,0.6919,0.1956,0.1105,0.1095,0.0707,0.2461,0.0201,0.0052,0.0136,0.0038,0.0262
28,2,9,0.8996,0.1842,0.1157,0.1732,0.0919,0.359,0.0618,0.0027,0.017,0.0033,0.0221
12,1,7,0.9513,0.2046,0.1076,0.2115,0.0795,0.3263,0.0478,0.0352,0.0305,0.0167,0.0424
28,3,9,0.8507,0.1648,0.1473,0.0974,0.0799,0.3483,0.039,0.0008,0.0071,0.0031,0.0284
14,1,7,0.9516,0.1197,0.1397,0.1825,0.1155,0.4695,0.02,0.0025,0.007,0.0009,0.0366
14,2,5,0.9585,0.1971,0.1248,0.237,0.0778,0.3543,0.1019,0.0,0.0127,0.0,0.0169
57,4,12,0.8296,0.198,0.1133,0.1273,0.0705,0.2535,0.0239,0.0017,0.0063,0.0036,0.0312
87,7,12,0.7137,0.1913,0.1207,0.0775,0.0669,0.1927,0.0193,0.0011,0.0092,0.0015,0.0225
46,3,13,0.8246,0.1733,0.09,0.105,0.0959,0.2624,0.0325,0.001,0.0212,0.0021,0.0266
19,1,9,0.9188,0.0958,0.1199,0.1486,0.0796,0.5105,0.0418,0.0038,0.0126,0.0083,0.052
10,1,7,0.9691,0.2771,0.0744,0.1945,0.0148,0.5108,0.035,0.0045,0.0082,0.0,0.0217
163,10,16,0.5891,0.183,0.1225,0.0874,0.0666,0.2544,0.0106,0.0009,0.0138,0.0008,0.0257
186,9,18,0.6658,0.175,0.1249,0.0905,0.0653,0.2189,0.0144,0.0023,0.0155,0.0022,0.0318
45,3,12,0.8516,0.199,0.1051,0.1655,0.0814,0.2194,0.0246,0.0039,0.0108,0.0063,0.0298
90,7,12,0.7531,0.2031,0.1133,0.1105,0.0634,0.2556,0.0208,0.0044,0.009,0.0026,0.0281
125,6,20,0.7024,0.1698,0.1259,0.0856,0.0666,0.1939,0.0148,0.0037,0.0114,0.0013,0.0337
103,8,12,0.7119,0.187,0.1217,0.0863,0.0561,0.2326,0.0193,0.0078,0.0077,0.0027,0.0283
4,1,3,0.9764,0.1577,0.2799,0.1785,0.1169,0.3794,0.1144,0.0011,0.0145,0.0,0.0034
270,12,19,0.6413,0.2468,0.1054,0.1108,0.0544,0.2298,0.0094,0.0011,0.006,0.0014,0.0225
67,4,15,0.8203,0.1545,0.1411,0.0833,0.0791,0.277,0.031,0.0028,0.0082,0.0034,0.0346
14,1,7,0.919,0.3056,0.0481,0.3324,0.0531,0.455,0.234,0.0018,0.0532,0.0,0.0043
7,1,3,0.938,0.2651,0.0266,0.4263,0.0517,0.6856,0.0249,0.0043,0.0377,0.0,0.0117
38,3,10,0.8528,0.209,0.1129,0.1302,0.0478,0.3361,0.0291,0.0024,0.013,0.0049,0.0237
25,2,11,0.8943,0.1931,0.1256,0.1059,0.0544,0.2823,0.0571,0.0012,0.0082,0.0,0.014
30,3,7,0.8983,0.2091,0.1023,0.174,0.1091,0.3716,0.0883,0.005,0.0044,0.0,0.0141
48,3,12,0.8046,0.2366,0.1031,0.1385,0.0527,0.3456,0.0353,0.0209,0.0064,0.0005,0.0347
36,3,10,0.8331,0.2239,0.141,0.1098,0.079,0.3621,0.0367,0.0,0.0159,0.0074,0.022
94,6,12,0.7784,0.2084,0.1108,0.1461,0.0654,0.2922,0.0237,0.0123,0.0115,0.0005,0.0355
17,2,8,0.9377,0.292,0.1175,0.1485,0.0704,0.352,0.0526,0.0043,0.0368,0.0,0.032
143,10,13,0.6898,0.1788,0.131,0.1108,0.0678,0.2081,0.0193,0.0022,0.0133,0.0022,0.0257
7,1,5,0.9825,0.2989,0.1719,0.1483,0.0665,0.3695,0.1225,0.002,0.0071,0.0,0.019
107,7,14,0.7429,0.1821,0.1093,0.1298,0.0688,0.3275,0.024,0.0003,0.0089,0.0027,0.0204
5,1,5,1.0,0.3774,0.0086,0.1819,0.0509,0.7583,0.1819,0.0,0.1819,0.0,0.0
16,2,6,0.9324,0.1065,0.1035,0.186,0.1003,0.367,0.086,0.0031,0.0087,0.0003,0.0191
57,4,14,0.7883,0.1692,0.1329,0.1066,0.0702,0.3821,0.0187,0.0037,0.012,0.0012,0.0434
95,6,15,0.7316,0.1923,0.1235,0.0931,0.0653,0.2686,0.0188,0.0054,0.0085,0.0024,0.0335
47,3,11,0.8245,0.2035,0.0958,0.1503,0.0826,0.3635,0.0221,0.0042,0.0066,0.0018,0.0266
21,1,14,0.9061,0.2213,0.1012,0.2095,0.0627,0.4257,0.0336,0.0,0.0255,0.0,0.0293
145,8,15,0.676,0.1788,0.1416,0.0861,0.0722,0.1607,0.0161,0.0021,0.0078,0.0005,0.0281
49,3,17,0.8189,0.1977,0.1029,0.1128,0.0764,0.2437,0.0239,0.0186,0.0158,0.0035,0.0412
29,3,8,0.9125,0.227,0.1233,0.1687,0.0761,0.4022,0.037,0.0095,0.016,0.0012,0.0414
67,4,15,0.8202,0.2014,0.1176,0.0984,0.0783,0.1723,0.0151,0.0018,0.0141,0.0008,0.0403
114,7,15,0.7029,0.1701,0.1215,0.1089,0.0737,0.2332,0.0275,0.01,0.0121,0.004,0.0384
63,3,18,0.8038,0.222,0.113,0.1224,0.0429,0.1776,0.0088,0.0008,0.0062,0.001,0.0234
32,2,15,0.8757,0.2285,0.1242,0.1208,0.0835,0.4093,0.0355,0.0075,0.0181,0.0017,0.0418
41,3,12,0.8526,0.1829,0.1358,0.1066,0.0717,0.1611,0.021,0.0031,0.0086,0.006,0.0203
36,2,10,0.8701,0.1693,0.1349,0.1568,0.0577,0.3815,0.0718,0.0,0.0131,0.001,0.0192
53,3,17,0.8578,0.1988,0.121,0.1085,0.0659,0.1385,0.0092,0.0019,0.0077,0.0006,0.0344
202,13,14,0.6621,0.1743,0.1203,0.1108,0.0632,0.1774,0.0204,0.0106,0.0084,0.0037,0.0283
29,2,13,0.882,0.1375,0.129,0.1575,0.0667,0.3802,0.0465,0.0064,0.0098,0.0035,0.0371
112,7,16,0.7229,0.1903,0.1172,0.1075,0.0571,0.2449,0.0291,0.0101,0.007,0.0011,0.0397
121,7,16,0.6726,0.1655,0.1169,0.09,0.0651,0.2533,0.0266,0.0077,0.0119,0.0031,0.0409
110,6,15,0.7169,0.2148,0.1126,0.1201,0.0531,0.2904,0.0268,0.0046,0.0135,0.0017,0.0249
27,2,10,0.9122,0.2079,0.1069,0.1453,0.06,0.2267,0.0521,0.0024,0.0117,0.0,0.0144
176,9,17,0.709,0.1799,0.1104,0.1097,0.0682,0.1809,0.015,0.006,0.0117,0.0028,0.0344
108,6,17,0.7377,0.1987,0.122,0.1032,0.0599,0.1614,0.0093,0.0012,0.0086,0.0014,0.0311
19,2,9,0.9237,0.1848,0.104,0.1626,0.103,0.0925,0.0126,0.005,0.0173,0.0097,0.0287
225,8,29,0.6345,0.188,0.1137,0.1143,0.0624,0.1975,0.0133,0.0009,0.0103,0.0021,0.0266
487,22,21,0.535,0.2489,0.1076,0.1024,0.0465,0.1447,0.0072,0.0029,0.0094,0.001,0.024
93,6,14,0.7349,0.1867,0.1168,0.1204,0.056,0.2694,0.0204,0.0056,0.019,0.0008,0.0343
48,4,10,0.8692,0.1626,0.0815,0.1207,0.0362,0.1203,0.0117,0.0016,0.0117,0.0014,0.0176
101,7,13,0.7294,0.1648,0.1169,0.0879,0.055,0.2422,0.0293,0.0053,0.0073,0.0029,0.0339
22,2,8,0.8935,0.2181,0.1123,0.2095,0.0702,0.3172,0.0616,0.0005,0.0111,0.0005,0.0223
102,8,11,0.6754,0.148,0.1353,0.0917,0.0687,0.2586,0.0344,0.0058,0.0145,0.0044,0.0379
